code	char	count	examples
032C	煙	5	game_dump\DATA\MEMCARD.DAT[3001]: 発電所　煙突{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[1]: 発電所　煙突{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[1020]: 発電所　煙突{END} | game_dump\DATA\SCREVENT\MSG\EV108.DAT[1]: 終わったのか？\n…あいつら煙のように消えていったぞ{END} | game_dump\DATA\SCREVENT\MSG\MEMCARD.DAT[3001]: 発電所　煙突{END}
032E	汚	4	game_dump\DATA\SCREVENT\MSG\EV079.DAT[5]: …汚染度…５０％…５７％…７０％{END} | game_dump\DATA\SCREVENT\MSG\R01C.DAT[11]: ひどく汚れている……\n中はよく見えない{END} | game_dump\DATA\SCREVENT\MSG\R10D.DAT[0]: 汚れた作業着が入っている{END} | game_dump\DATA\SCREVENT\MSG\R10D10.DAT[5]: 汚れた作業着が入っている{END}
032F	央	6	game_dump\DATA\MEMCARD.DAT[3005]: 発電所　中央制御室{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[5]: 発電所　中央制御室{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[1060]: 発電所　中央制御室{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[10]: 『ロック解除キー』\nタグに中央制御室とかかれている{END} | game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[26]: 装置の中央に何かをはめる\nまるいくぼみがある{END}
0330	奥	2	game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[28]: …床が落ちている\n闇の奥にわずかな光がみえる…{END} | game_dump\DATA\SCREVENT\MSG\K_FILE.DAT[28]: 奥に何か隠してある…{END}
0331	応	5	game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[21]: …反応がない\nここでは操作できないようだ{END} | game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[34]: 反応が無い…どうやら開かないようだ{END} | game_dump\DATA\SCREVENT\MSG\EV097.DAT[1]: 他愛もない…それで世紀王とは笑わせる\nこの力…我こそが創世王に相応しい…{END} | game_dump\DATA\SCREVENT\MSG\R07PC.DAT[4]: キーを押しても反応しない\nパソコンは処理中のようだ{END} | game_dump\DATA\SCREVENT\MSG\R22BARIER.DAT[7]: 反応がない…\n今は使用できないようだ{END}
0332	押	6	game_dump\DATA\SCREVENT\MSG\R07PC.DAT[4]: キーを押しても反応しない\nパソコンは処理中のようだ{END} | game_dump\DATA\SCREVENT\MSG\R17WANA.DAT[1]: ボタンを押しても、前にいないと\nもとに戻ってしまうようだ{END} | game_dump\DATA\SCREVENT\MSG\R17WANA.DAT[2]: ボタンを押しますか？{END} | game_dump\DATA\SCREVENT\MSG\R24WANA.DAT[3]: ボタンを押しますか？{END} | game_dump\DATA\SCREVENT\MSG\TRAP_MES.DAT[1]: 前に立って押さえていないと\n戻ってしまうタイプのボタンだ…{END}
0333	横	6	game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[12]: 扉の横にカードスロットがある{END} | game_dump\DATA\SCREVENT\MSG\R07B.DAT[13]: 写真立ての横に何か置かれている{END} | game_dump\DATA\SCREVENT\MSG\R18KEY.DAT[1]: 横に鍵穴がある{END} | game_dump\DATA\SCREVENT\MSG\R30KAKUHEKI.DAT[2]: 横に緑のカードリーダーがついている{END} | game_dump\DATA\SCREVENT\MSG\R30KAKUHEKI.DAT[3]: 横に黒のカードリーダーがついている{END}
0334	王	15	game_dump\DATA\SCREVENT\MSG\EV089.DAT[2]: キングストーン…我が力の源…\n世紀王の証…{END} | game_dump\DATA\SCREVENT\MSG\EV089.DAT[6]: 全ての支配者…\n新たなる創世王となるために…{END} | game_dump\DATA\SCREVENT\MSG\EV091.DAT[12]: …ここにいるのは５万年前の世紀王\n奴は新たな創世王になろうとしている{END} | game_dump\DATA\SCREVENT\MSG\EV091.DAT[13]: 次期創世王の座をかけた戦いは、俺と…\nお前だけのもの、誰にも邪魔はさせん！{END} | game_dump\DATA\SCREVENT\MSG\EV091.DAT[18]: …その剣…サタンサーベル…創世王の証\n…お前がもう１人の世紀王だな…{END}
0335	屋	12	game_dump\DATA\MENU\ITEM_MSG.DAT[2]: 『発電所ＩＤカードＬＶ２』\n燃料など危険物を貯歳している\n部屋用のカード{END} | game_dump\DATA\SCREVENT\MSG\EV058.DAT[6]: この部屋のウルフビールスガスだけでは\nあれだけの数の素体に対しては少なすぎる{END} | game_dump\DATA\SCREVENT\MSG\R01GATE.DAT[0]: モニターが施設内の扉を映し出している\nここは発電所を管理する部屋のようだ{END} | game_dump\DATA\SCREVENT\MSG\R18A.DAT[3]: この部屋のコントロール装置だろうか…{END} | game_dump\DATA\SCREVENT\MSG\R18B.DAT[3]: この部屋のコントロール装置だろうか…{END}
0336	俺	44	game_dump\DATA\SCREVENT\MSG\EV024.DAT[1]: …俺は、デストロンが組織されるまでは\n科学者として田所博土のもとにいた{END} | game_dump\DATA\SCREVENT\MSG\EV024.DAT[5]: だが、今の博土はもう…俺の知っている\n博土ではない…{END} | game_dump\DATA\SCREVENT\MSG\EV024.DAT[7]: 唯一の望みは…俺が…{END} | game_dump\DATA\SCREVENT\MSG\EV024.DAT[9]: …俺は博土を助ける為にここへ来た…\nお前に協力する為ではない…{END} | game_dump\DATA\SCREVENT\MSG\EV048.DAT[34]: そうだ…しかし、時空を越えている奴らに\n対し俺たちは各時代にバラバラだ…{END}
0337	温	3	game_dump\DATA\SCREVENT\MSG\R12POOL.DAT[0]: モニターに何か表示されている\n「水温がイエローゾーンに達しました」{END} | game_dump\DATA\SCREVENT\MSG\R12POOL.DAT[7]: モニターに何か表示されている\n「水温がレッドゾーンに達しました」{END} | game_dump\DATA\SCREVENT\MSG\R12POOL.DAT[13]: 「水温は安定している」{END}
0338	音	6	game_dump\DATA\MENU\ITEM_MSG.DAT[22]: 『テープレコーダー』\n大型のテープレコーダー\nカセットに所長の声が録音されている{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[23]: 『カセットレコーダー』\nカセットテープ入りのレコーダー\nカセットに所長の声が録音されている{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[24]: 『小型カセットレコーダー』\n小型のテープレコーダー\nカセットに所長の声が録音されている{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[25]: 『ＩＣレコーダー』\n所長の声が録音された\nＩＣ式のレコーダー{END} | game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[37]: 音声入力装置がついている\n声紋を判定する装置のようだ{END}
0339	下	33	game_dump\DATA\MEMCARD.DAT[3012]: アジト　地下通路{END} | game_dump\DATA\MEMCARD.DAT[3013]: アジト　地下通路{END} | game_dump\DATA\MEMCARD.DAT[3015]: アジト　地下搬送路{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[12]: アジト　地下通路{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[13]: アジト　地下通路{END}
033A	化	11	game_dump\DATA\MEMCARD.DAT[3032]: アジト　強化実験室{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[211]: アジト　強化実験室{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[1221]: アジト　強化実験室{END} | game_dump\DATA\MENU\STATUS_MSG.DAT[4]: 破壊力\nＬ１ボタン（チャージ）で強化される\n必殺技の破壊力をテストせよ{END} | game_dump\DATA\MENU\STATUS_MSG.DAT[14]: 破壊力\nＬ２ボタン（チャージ）で強化される\n必殺技の破壊力をテストせよ{END}
033B	仮	44	game_dump\DATA\SCREVENT\MSG\EV002.DAT[4]: 仮面ライダー、今に我々の\n本当の力を思い知らせてやる{END} | game_dump\DATA\SCREVENT\MSG\EV007.DAT[5]: 仮面ライダー！この時代にも\n仮面ライダーがいるのか！？{END} | game_dump\DATA\SCREVENT\MSG\EV007.DAT[6]: 仮面ライダー？この時代？{END} | game_dump\DATA\SCREVENT\MSG\EV007.DAT[14]: 死ね！仮面ライダー！{END} | game_dump\DATA\SCREVENT\MSG\EV013.DAT[2]: この時代にも\n仮面ライダーがいるのか！？{END}
033C	何	160	game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[17]: 何かの装置で厳重に閉められている…\nいくつかのスロットがついている…{END} | game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[22]: 開けるには何かが必要なようだ{END} | game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[26]: 装置の中央に何かをはめる\nまるいくぼみがある{END} | game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[41]: 何者かの手によって閉められたようだ{END} | game_dump\DATA\SCREVENT\MSG\EV002.DAT[5]: ドクガンダー、何度再生しようと\nお前たちの野望はオレが打ち砕く！{END}
033D	可	6	game_dump\DATA\SCREVENT\MSG\EV079.DAT[6]: 修復不可能…システム…停止{END} | game_dump\DATA\SCREVENT\MSG\EV091.DAT[21]: …我を止めることなど、お前たちには\n不可能…滅べ{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[1]: 本当に彼と話すことが可能なのか？{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[25]: ただ転移可能なのは物覚…\n生身では無い身体を持つ者だけだろう…{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[26]: 人間には不可能なことだ{END}
033E	科	6	game_dump\DATA\SCREVENT\MSG\EV024.DAT[1]: …俺は、デストロンが組織されるまでは\n科学者として田所博土のもとにいた{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[5]: 博土は俺に、科学者としてだけではない\n愛情も注いでくれた{END} | game_dump\DATA\SCREVENT\MSG\EV096.DAT[45]: そこに人として、科学者としての歪みが\n生じてしまった。この空間のように…{END} | game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[10]: ファイル『ショッカー科学員の日誌』を\n入手した{END} | game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[32]: ファイル『ショッカー科学員の名簿』を\n入手した{END}
033F	果	1	game_dump\DATA\SCREVENT\MSG\H_FILE.DAT[11]: ファイル『研究結果テープの整理』を\n入手した{END}
0340	稼	7	game_dump\DATA\SCREVENT\MSG\R04REBER.DAT[0]: 装置は稼動していない\n何かをはめるような突起が２つある{END} | game_dump\DATA\SCREVENT\MSG\R04REBER.DAT[2]: 装置が稼動した{END} | game_dump\DATA\SCREVENT\MSG\R06KANKI.DAT[4]: すでに稼動している{END} | game_dump\DATA\SCREVENT\MSG\R24A.DAT[0]: 通信機が稼動している{END} | game_dump\DATA\SCREVENT\MSG\R24B.DAT[0]: 通信機が稼動している{END}
0341	過	14	game_dump\DATA\SCREVENT\MSG\EV007.DAT[10]: そしてお前の手の届かない、\n過去の３つの年…{END} | game_dump\DATA\SCREVENT\MSG\EV013.DAT[1]: これは…通信機…まさか過去との！？{END} | game_dump\DATA\SCREVENT\MSG\EV013.DAT[3]: 過去にもアギトの力を持つ人がいたと\nしたらきっとこの場所にくるはずだ！{END} | game_dump\DATA\SCREVENT\MSG\EV038.DAT[1]: …人の気配が無さ過ぎる{END} | game_dump\DATA\SCREVENT\MSG\EV048.DAT[2]: 待って下さい\nもし過去の計画が成功しているなら{END}
0342	我	38	game_dump\DATA\SCREVENT\MSG\EV002.DAT[4]: 仮面ライダー、今に我々の\n本当の力を思い知らせてやる{END} | game_dump\DATA\SCREVENT\MSG\EV007.DAT[11]: 我々はその全てで同時に計画を\n実行しているのだ{END} | game_dump\DATA\SCREVENT\MSG\EV007.DAT[13]: 我々の世界が到来するのだ！{END} | game_dump\DATA\SCREVENT\MSG\EV008.DAT[0]: わ…我々の時空を超えた計画は…\nお前には止められん！{END} | game_dump\DATA\SCREVENT\MSG\EV012.DAT[0]: 我々のアジトを\n見たヤツは生かしておけん！死ねぇ！{END}
0343	画	57	game_dump\DATA\MEMCARD.DAT[3021]: アジト　作戦計画室{END} | game_dump\DATA\MENU\CONFIG_MSG.DAT[700]: 画面の明るさ調整を行います{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[212]: アジト　作戦計画室{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[213]: アジト　作戦計画室{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[1222]: アジト　作戦計画室{END}
0344	解	30	game_dump\DATA\MENU\ITEM_GET_MSG.DAT[1009]: 『ロック解除キー』{END} | game_dump\DATA\MENU\ITEM_GET_MSG.DAT[1010]: 『ロック解除キー』{END} | game_dump\DATA\MENU\ITEM_GET_MSG.DAT[1011]: 『ロック解除キー』{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[10]: 『ロック解除キー』\nタグに中央制御室とかかれている{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[11]: 『ロック解除キー』\nタグに変電器室とかかれている{END}
0345	回	15	game_dump\DATA\MEMCARD.DAT[22]: 今回のクリア情報を\nシステム設定ファイルにセーブします\nセーブを行うと今回のクリア情報が\n「ＲＥＣＯＲＤ」に登録されます\n\n\n\n\n\n\nセーブしますか？{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[101]: 『ライフパック（Ｌ）』\n体力を大きく回復することができる{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[102]: 『ライダーエネルギー（Ｓ）』\nライダーエネルギーを少し回復できる{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[103]: 『ライダーエネルギー（Ｌ）』\nライダーエネルギーを大きく回復できる{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[104]: 『ライフパック（Ｓ）』\n体力を少し回復することができる{END}
0346	壊	15	game_dump\DATA\MENU\STATUS_MSG.DAT[4]: 破壊力\nＬ１ボタン（チャージ）で強化される\n必殺技の破壊力をテストせよ{END} | game_dump\DATA\MENU\STATUS_MSG.DAT[14]: 破壊力\nＬ２ボタン（チャージ）で強化される\n必殺技の破壊力をテストせよ{END} | game_dump\DATA\MENU\STATUS_MSG.DAT[24]: 破壊力\nＲ２ボタン（チャージ）で強化される\n必殺技の破壊力をテストせよ{END} | game_dump\DATA\SCREVENT\MSG\EV056.DAT[18]: もうじきその中は改造人間の肉体組織を\n破壊するアンドロガスで満たされる{END} | game_dump\DATA\SCREVENT\MSG\EV064.DAT[7]: フィールド崩壊まで…あと３分…\nただちに退避して下さい。…危険…危険…{END}
0347	怪	42	game_dump\DATA\MENU\ITEM_GET_MSG.DAT[4000]: 『怪人ファイル』{END} | game_dump\DATA\MENU\ITEM_GET_MSG.DAT[4001]: 『怪人ファイル』{END} | game_dump\DATA\SCREVENT\MSG\EV016.DAT[2]: ゴルゴム怪人！！{END} | game_dump\DATA\SCREVENT\MSG\EV042.DAT[5]: その住人となる我々、怪人軍団の前には{END} | game_dump\DATA\SCREVENT\MSG\EV042.DAT[7]: 怪人軍団！？{END}
0348	城	6	game_dump\DATA\MENU\ITEM_GET_MSG.DAT[1034]: 『機城の鍵』{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[21]: 『電磁キー』\n一定間隔で磁気をおびさせた鍵\n専用の機城で磁気の設定ができる{END} | game_dump\DATA\MENU\ITEM_MSG.DAT[35]: 『機城の鍵』\n鍵のタグに「Ａ−３３」と書かれている{END} | game_dump\DATA\SCREVENT\MSG\R11_A_33KEY.DAT[2]: 『機城の鍵』を使用した{END} | game_dump\DATA\SCREVENT\MSG\R22C.DAT[2]: 『機城の鍵』を取りますか？{END}
0349	海	12	game_dump\DATA\MEMCARD.DAT[3028]: 海岸{END} | game_dump\DATA\MEMCARD.DAT[3029]: アジト　海底基地{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[28]: 海岸{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[29]: アジト　海底基地{END} | game_dump\DATA\MENU\FIELD_NAME.DAT[1290]: 海岸{END}
034A	界	12	game_dump\DATA\SCREVENT\MSG\EV002.DAT[8]: 邪悪な力により再びこの世に生を受けた\n闇の世界の創造者なのだ！{END} | game_dump\DATA\SCREVENT\MSG\EV007.DAT[13]: 我々の世界が到来するのだ！{END} | game_dump\DATA\SCREVENT\MSG\EV022.DAT[3]: …やがて来る闇の世界の住人なのだ{END} | game_dump\DATA\SCREVENT\MSG\EV022.DAT[5]: やがてお前達の世界は、大地の叫びと\n共に終りを告げる…{END} | game_dump\DATA\SCREVENT\MSG\EV022.DAT[7]: デストロンではない…闇の世界…\n世界の終り…{END}
034B	皆	5	game_dump\DATA\SCREVENT\MSG\EV048.DAT[40]: いいか、皆、足元を見ていてくれ{END} | game_dump\DATA\SCREVENT\MSG\EV048.DAT[48]: 皆さんの姿は見えないけど\nすぐ近くに感じます{END} | game_dump\DATA\SCREVENT\MSG\EV088.DAT[9]: 皆に…先輩に知らせなくては{END} | game_dump\DATA\SCREVENT\MSG\EV093.DAT[7]: うむ…皆の時代に不気味な生物の入った\nカプセルは無かったか？{END} | game_dump\DATA\SCREVENT\MSG\EV093.DAT[20]: 皆は、自分の時代のカプセルが\n消滅するか確認してくれ{END}
034C	開	52	game_dump\DATA\MEMCARD.DAT[3]: システム設定ファイルの作成を\n行いませんでした\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[7]: メモリーカード（ＰＳ２）が\nメモリーカード差込口１に\n差されていません\n\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[14]: メモリーカード差込口１に差されている\nメモリーカード（ＰＳ２）の\n空き容量が不足しています\nこのゲームのデータをセーブするには\n３０５ＫＢ以上の空き容量が必要です\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\MEMCARD.DAT[16]: フォーマットを行いませんでした\n\nこのままゲームを開始しますか？{END} | game_dump\DATA\SCREVENT\MSG\DOOR_CLOSE.DAT[1]: 開けることはできないようだ{END}
